source,source_type,type,_weight,target,target_type,_last_edited_by,_last_edited_date,_date_added,_date,_raw_source,_algorithm,_articleid,_journal
Craig Ltd,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Pelagia Alethea Mordoch,2035-06-12 05:00:00,2035-06-12 05:00:00,2035-06-12,Lomark Daily,ShadGPT,Craig Ltd__0__0__Lomark Daily,Lomark Daily
Craig Ltd,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Pelagia Alethea Mordoch,2035-06-12 05:00:00,2035-06-12 05:00:00,2035-06-12,Lomark Daily,ShadGPT,Craig Ltd__0__0__Lomark Daily,Lomark Daily
Craig Ltd,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Pelagia Alethea Mordoch,2035-06-12 05:00:00,2035-06-12 05:00:00,2035-06-12,Lomark Daily,ShadGPT,Craig Ltd__0__0__Lomark Daily,Lomark Daily
Craig Ltd,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Pelagia Alethea Mordoch,2035-06-12 05:00:00,2035-06-12 05:00:00,2035-06-12,Lomark Daily,ShadGPT,Craig Ltd__0__0__Lomark Daily,Lomark Daily
Craig Ltd,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Pelagia Alethea Mordoch,2035-06-12 05:00:00,2035-06-12 05:00:00,2035-06-12,Lomark Daily,ShadGPT,Craig Ltd__0__0__Lomark Daily,Lomark Daily
Burns Inc,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Melinda Manning,2035-06-12 07:00:00,2035-06-12 07:00:00,2035-06-12,Haacklee Herald,BassLine,Burns Inc__0__0__Haacklee Herald,Haacklee Herald
Burns Inc,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Melinda Manning,2035-06-12 07:00:00,2035-06-12 07:00:00,2035-06-12,Haacklee Herald,BassLine,Burns Inc__0__0__Haacklee Herald,Haacklee Herald
Burns Inc,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Melinda Manning,2035-06-12 07:00:00,2035-06-12 07:00:00,2035-06-12,Haacklee Herald,BassLine,Burns Inc__0__0__Haacklee Herald,Haacklee Herald
Burns Inc,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Melinda Manning,2035-06-12 07:00:00,2035-06-12 07:00:00,2035-06-12,Haacklee Herald,BassLine,Burns Inc__0__0__Haacklee Herald,Haacklee Herald
Burns Inc,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Melinda Manning,2035-06-12 07:00:00,2035-06-12 07:00:00,2035-06-12,Haacklee Herald,BassLine,Burns Inc__0__0__Haacklee Herald,Haacklee Herald
Burns Inc,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Melinda Manning,2035-06-12 07:00:00,2035-06-12 07:00:00,2035-06-12,Haacklee Herald,BassLine,Burns Inc__0__0__Haacklee Herald,Haacklee Herald
Barnett Ltd,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Worf Peer,2035-06-12 08:00:00,2035-06-12 08:00:00,2035-06-12,The News Buoy,ShadGPT,Barnett Ltd__0__0__The News Buoy,The News Buoy
Barnett Ltd,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Worf Peer,2035-06-12 08:00:00,2035-06-12 08:00:00,2035-06-12,The News Buoy,ShadGPT,Barnett Ltd__0__0__The News Buoy,The News Buoy
Barnett Ltd,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Worf Peer,2035-06-12 08:00:00,2035-06-12 08:00:00,2035-06-12,The News Buoy,ShadGPT,Barnett Ltd__0__0__The News Buoy,The News Buoy
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Clepper Jessen,2035-06-12 09:00:00,2035-06-12 09:00:00,2035-06-12,The News Buoy,BassLine,Castillo-Elliott__0__0__The News Buoy,The News Buoy
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Clepper Jessen,2035-06-12 09:00:00,2035-06-12 09:00:00,2035-06-12,The News Buoy,BassLine,Castillo-Elliott__0__0__The News Buoy,The News Buoy
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Clepper Jessen,2035-06-12 09:00:00,2035-06-12 09:00:00,2035-06-12,The News Buoy,BassLine,Castillo-Elliott__0__0__The News Buoy,The News Buoy
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Fishing,0.5,Tuna Shelf,Entity.Location.Region,Clepper Jessen,2035-06-12 09:00:00,2035-06-12 09:00:00,2035-06-12,The News Buoy,BassLine,Castillo-Elliott__0__0__The News Buoy,The News Buoy
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Clepper Jessen,2035-06-12 09:00:00,2035-06-12 09:00:00,2035-06-12,The News Buoy,BassLine,Castillo-Elliott__0__0__The News Buoy,The News Buoy
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Clepper Jessen,2035-06-12 09:00:00,2035-06-12 09:00:00,2035-06-12,The News Buoy,BassLine,Castillo-Elliott__0__0__The News Buoy,The News Buoy
Hines-Douglas,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Worf Peer,2035-06-12 10:00:00,2035-06-12 10:00:00,2035-06-12,Lomark Daily,BassLine,Hines-Douglas__0__0__Lomark Daily,Lomark Daily
Hines-Douglas,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Worf Peer,2035-06-12 10:00:00,2035-06-12 10:00:00,2035-06-12,Lomark Daily,BassLine,Hines-Douglas__0__0__Lomark Daily,Lomark Daily
Hines-Douglas,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Worf Peer,2035-06-12 10:00:00,2035-06-12 10:00:00,2035-06-12,Lomark Daily,BassLine,Hines-Douglas__0__0__Lomark Daily,Lomark Daily
Hines-Douglas,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Worf Peer,2035-06-12 10:00:00,2035-06-12 10:00:00,2035-06-12,Lomark Daily,BassLine,Hines-Douglas__0__0__Lomark Daily,Lomark Daily
Hines-Douglas,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Worf Peer,2035-06-12 10:00:00,2035-06-12 10:00:00,2035-06-12,Lomark Daily,BassLine,Hines-Douglas__0__0__Lomark Daily,Lomark Daily
Hines-Douglas,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Worf Peer,2035-06-12 10:00:00,2035-06-12 10:00:00,2035-06-12,Lomark Daily,BassLine,Hines-Douglas__0__0__Lomark Daily,Lomark Daily
Barnett Ltd,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Harvey Janus,2035-06-12 12:00:00,2035-06-12 12:00:00,2035-06-12,Haacklee Herald,BassLine,Barnett Ltd__0__0__Haacklee Herald,Haacklee Herald
Barnett Ltd,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Greta Grass-Hill,2035-06-12 12:00:00,2035-06-12 12:00:00,2035-06-12,Lomark Daily,ShadGPT,Barnett Ltd__0__0__Lomark Daily,Lomark Daily
Barnett Ltd,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Harvey Janus,2035-06-12 12:00:00,2035-06-12 12:00:00,2035-06-12,Haacklee Herald,BassLine,Barnett Ltd__0__0__Haacklee Herald,Haacklee Herald
Barnett Ltd,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Harvey Janus,2035-06-12 12:00:00,2035-06-12 12:00:00,2035-06-12,Haacklee Herald,BassLine,Barnett Ltd__0__0__Haacklee Herald,Haacklee Herald
Barnett Ltd,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Harvey Janus,2035-06-12 12:00:00,2035-06-12 12:00:00,2035-06-12,Haacklee Herald,BassLine,Barnett Ltd__0__0__Haacklee Herald,Haacklee Herald
Barnett Ltd,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Harvey Janus,2035-06-12 12:00:00,2035-06-12 12:00:00,2035-06-12,Haacklee Herald,BassLine,Barnett Ltd__0__0__Haacklee Herald,Haacklee Herald
Barnett Ltd,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Greta Grass-Hill,2035-06-12 12:00:00,2035-06-12 12:00:00,2035-06-12,Lomark Daily,ShadGPT,Barnett Ltd__0__0__Lomark Daily,Lomark Daily
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Tuna Shelf,Entity.Location.Region,Kristin Baker,2035-06-12 12:00:00,2035-06-12 12:00:00,2035-06-12,Lomark Daily,BassLine,Castillo-Elliott__0__0__Lomark Daily,Lomark Daily
Hines-Douglas,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Junior Shurdlu,2035-06-12 14:00:00,2035-06-12 14:00:00,2035-06-12,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald,Haacklee Herald
SouthLeska Worldwide AS,Entity.Organization.FishingCompany,Event.Criticize,-1.0,Marine Sentinels Initiative,Entity.Organization.NGO,Worf Peer,2035-06-12 14:00:00,2035-06-12 14:00:00,2035-06-12,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald,Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Junior Shurdlu,2035-06-12 14:00:00,2035-06-12 14:00:00,2035-06-12,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald,Haacklee Herald
City Of Port Grove,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,SouthLeska Worldwide AS,Entity.Organization.FishingCompany,Worf Peer,2035-06-12 14:00:00,2035-06-12 14:00:00,2035-06-12,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald,Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Junior Shurdlu,2035-06-12 14:00:00,2035-06-12 14:00:00,2035-06-12,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald,Haacklee Herald
City Of Centralia,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,SouthLeska Worldwide AS,Entity.Organization.FishingCompany,Worf Peer,2035-06-12 14:00:00,2035-06-12 14:00:00,2035-06-12,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald,Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Junior Shurdlu,2035-06-12 14:00:00,2035-06-12 14:00:00,2035-06-12,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald,Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Junior Shurdlu,2035-06-12 14:00:00,2035-06-12 14:00:00,2035-06-12,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald,Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Junior Shurdlu,2035-06-12 14:00:00,2035-06-12 14:00:00,2035-06-12,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald,Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Junior Shurdlu,2035-06-12 14:00:00,2035-06-12 14:00:00,2035-06-12,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald,Haacklee Herald
City Of Port Grove,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,SouthLeska Worldwide AS,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-06-12 16:00:00,2035-06-12 16:00:00,2035-06-12,The News Buoy,BassLine,Jones Group__0__0__The News Buoy,The News Buoy
SouthLeska Worldwide AS,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1.0,Don Limpet Preserve,Entity.Location.Region,Pelagia Alethea Mordoch,2035-06-12 16:00:00,2035-06-12 16:00:00,2035-06-12,Port Grove Police Reports,BassLine,Jones Group__0__0__The News Buoy,The News Buoy
City Of Port Grove,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,SouthLeska Worldwide AS,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-06-12 16:00:00,2035-06-12 16:00:00,2035-06-12,Port Grove Police Reports,BassLine,Jones Group__0__0__The News Buoy,The News Buoy
SouthLeska Worldwide AS,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1.0,Tuna Shelf,Entity.Location.Region,Pelagia Alethea Mordoch,2035-06-12 16:00:00,2035-06-12 16:00:00,2035-06-12,The News Buoy,BassLine,Jones Group__0__0__The News Buoy,The News Buoy
SouthLeska Worldwide AS,Entity.Organization.FishingCompany,Event.Criticize,-1.0,Paackland Fishermen's Rights Enforcement Network,Entity.Organization.NGO,Pelagia Alethea Mordoch,2035-06-12 16:00:00,2035-06-12 16:00:00,2035-06-12,The News Buoy,BassLine,Jones Group__0__0__The News Buoy,The News Buoy
City Of Centralia,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,SouthLeska Worldwide AS,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-06-12 16:00:00,2035-06-12 16:00:00,2035-06-12,The News Buoy,BassLine,Jones Group__0__0__The News Buoy,The News Buoy
Craig Ltd,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Clepper Jessen,2035-06-12 17:00:00,2035-06-12 17:00:00,2035-06-12,Haacklee Herald,ShadGPT,Craig Ltd__0__0__Haacklee Herald,Haacklee Herald
City Of Centralia,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,SouthLeska Worldwide AS,Entity.Organization.FishingCompany,Melinda Manning,2035-06-12 17:00:00,2035-06-12 17:00:00,2035-06-12,Lomark Daily,ShadGPT,Jones Group__0__0__Lomark Daily,Lomark Daily
Hines-Douglas,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Worf Peer,2035-06-12 17:00:00,2035-06-12 17:00:00,2035-06-12,The News Buoy,BassLine,Hines-Douglas__0__0__The News Buoy,The News Buoy
Craig Ltd,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Clepper Jessen,2035-06-12 17:00:00,2035-06-12 17:00:00,2035-06-12,Haacklee Herald,ShadGPT,Craig Ltd__0__0__Haacklee Herald,Haacklee Herald
SouthLeska Worldwide AS,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1.0,Don Limpet Preserve,Entity.Location.Region,Melinda Manning,2035-06-12 17:00:00,2035-06-12 17:00:00,2035-06-12,Port Grove Police Reports,ShadGPT,Jones Group__0__0__Lomark Daily,Lomark Daily
Craig Ltd,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Clepper Jessen,2035-06-12 17:00:00,2035-06-12 17:00:00,2035-06-12,Haacklee Herald,ShadGPT,Craig Ltd__0__0__Haacklee Herald,Haacklee Herald
Craig Ltd,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Clepper Jessen,2035-06-12 17:00:00,2035-06-12 17:00:00,2035-06-12,Haacklee Herald,ShadGPT,Craig Ltd__0__0__Haacklee Herald,Haacklee Herald
City Of Port Grove,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,SouthLeska Worldwide AS,Entity.Organization.FishingCompany,Melinda Manning,2035-06-12 17:00:00,2035-06-12 17:00:00,2035-06-12,Port Grove Police Reports,ShadGPT,Jones Group__0__0__Lomark Daily,Lomark Daily
SouthLeska Worldwide AS,Entity.Organization.FishingCompany,Event.Criticize,-1.0,Oceanus Guardians Alliance,Entity.Organization.NGO,Melinda Manning,2035-06-12 17:00:00,2035-06-12 17:00:00,2035-06-12,Lomark Daily,ShadGPT,Jones Group__0__0__Lomark Daily,Lomark Daily
SouthLeska Worldwide AS,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1.0,Ghoti Preserve,Entity.Location.Region,Melinda Manning,2035-06-12 17:00:00,2035-06-12 17:00:00,2035-06-12,Lomark Daily,ShadGPT,Jones Group__0__0__Lomark Daily,Lomark Daily
City Of Port Grove,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,SouthLeska Worldwide AS,Entity.Organization.FishingCompany,Melinda Manning,2035-06-12 17:00:00,2035-06-12 17:00:00,2035-06-12,Lomark Daily,ShadGPT,Jones Group__0__0__Lomark Daily,Lomark Daily
Hines-Douglas,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Worf Peer,2035-06-12 17:00:00,2035-06-12 17:00:00,2035-06-12,The News Buoy,BassLine,Hines-Douglas__0__0__The News Buoy,The News Buoy
Craig Ltd,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Clepper Jessen,2035-06-12 17:00:00,2035-06-12 17:00:00,2035-06-12,Haacklee Herald,ShadGPT,Craig Ltd__0__0__Haacklee Herald,Haacklee Herald
City Of Port Grove,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,SouthLeska Worldwide AS,Entity.Organization.FishingCompany,Melinda Manning,2035-06-12 17:00:00,2035-06-12 17:00:00,2035-06-12,Port Grove Police Reports,ShadGPT,Jones Group__0__0__Lomark Daily,Lomark Daily
SouthLeska Worldwide AS,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1.0,Ghoti Preserve,Entity.Location.Region,Melinda Manning,2035-06-12 17:00:00,2035-06-12 17:00:00,2035-06-12,Port Grove Police Reports,ShadGPT,Jones Group__0__0__Lomark Daily,Lomark Daily
SouthLeska Worldwide AS,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1.0,Cod Table,Entity.Location.Region,Melinda Manning,2035-06-12 17:00:00,2035-06-12 17:00:00,2035-06-12,Lomark Daily,ShadGPT,Jones Group__0__0__Lomark Daily,Lomark Daily
Burns Inc,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Melinda Manning,2035-06-12 19:00:00,2035-06-12 19:00:00,2035-06-12,The News Buoy,BassLine,Burns Inc__0__0__The News Buoy,The News Buoy
Burns Inc,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Melinda Manning,2035-06-12 19:00:00,2035-06-12 19:00:00,2035-06-12,The News Buoy,BassLine,Burns Inc__0__0__The News Buoy,The News Buoy
Burns Inc,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Melinda Manning,2035-06-12 19:00:00,2035-06-12 19:00:00,2035-06-12,The News Buoy,BassLine,Burns Inc__0__0__The News Buoy,The News Buoy
Burns Inc,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Jack Inch,2035-06-12 23:00:00,2035-06-12 23:00:00,2035-06-12,Lomark Daily,ShadGPT,Burns Inc__0__0__Lomark Daily,Lomark Daily
Burns Inc,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Jack Inch,2035-06-12 23:00:00,2035-06-12 23:00:00,2035-06-12,Lomark Daily,ShadGPT,Burns Inc__0__0__Lomark Daily,Lomark Daily
Burns Inc,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Jack Inch,2035-06-12 23:00:00,2035-06-12 23:00:00,2035-06-12,Lomark Daily,ShadGPT,Burns Inc__0__0__Lomark Daily,Lomark Daily
Burns Inc,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Jack Inch,2035-06-12 23:00:00,2035-06-12 23:00:00,2035-06-12,Lomark Daily,ShadGPT,Burns Inc__0__0__Lomark Daily,Lomark Daily
Burns Inc,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Jack Inch,2035-06-12 23:00:00,2035-06-12 23:00:00,2035-06-12,Lomark Daily,ShadGPT,Burns Inc__0__0__Lomark Daily,Lomark Daily
Burns Inc,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Jack Inch,2035-06-12 23:00:00,2035-06-12 23:00:00,2035-06-12,Lomark Daily,ShadGPT,Burns Inc__0__0__Lomark Daily,Lomark Daily
Arellano Group,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Jack Inch,2035-06-13 02:00:00,2035-06-13 02:00:00,2035-06-13,Lomark Daily,ShadGPT,Arellano Group__0__0__Lomark Daily,Lomark Daily
Lutz-Fleming,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Greta Grass-Hill,2035-06-13 05:00:00,2035-06-13 05:00:00,2035-06-13,Lomark Daily,ShadGPT,Lutz-Fleming__0__0__Lomark Daily,Lomark Daily
Lutz-Fleming,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Greta Grass-Hill,2035-06-13 05:00:00,2035-06-13 05:00:00,2035-06-13,Lomark Daily,ShadGPT,Lutz-Fleming__0__0__Lomark Daily,Lomark Daily
Lutz-Fleming,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Greta Grass-Hill,2035-06-13 05:00:00,2035-06-13 05:00:00,2035-06-13,Lomark Daily,ShadGPT,Lutz-Fleming__0__0__Lomark Daily,Lomark Daily
Lutz-Fleming,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Greta Grass-Hill,2035-06-13 05:00:00,2035-06-13 05:00:00,2035-06-13,Lomark Daily,ShadGPT,Lutz-Fleming__0__0__Lomark Daily,Lomark Daily
Lutz-Fleming,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Melinda Manning,2035-06-13 05:00:00,2035-06-13 05:00:00,2035-06-13,Haacklee Herald,BassLine,Lutz-Fleming__0__0__Haacklee Herald,Haacklee Herald
Lutz-Fleming,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Greta Grass-Hill,2035-06-13 05:00:00,2035-06-13 05:00:00,2035-06-13,Lomark Daily,ShadGPT,Lutz-Fleming__0__0__Lomark Daily,Lomark Daily
Lutz-Fleming,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Melinda Manning,2035-06-13 05:00:00,2035-06-13 05:00:00,2035-06-13,Haacklee Herald,BassLine,Lutz-Fleming__0__0__Haacklee Herald,Haacklee Herald
Lutz-Fleming,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Greta Grass-Hill,2035-06-13 05:00:00,2035-06-13 05:00:00,2035-06-13,Lomark Daily,ShadGPT,Lutz-Fleming__0__0__Lomark Daily,Lomark Daily
Lutz-Fleming,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Greta Grass-Hill,2035-06-13 05:00:00,2035-06-13 05:00:00,2035-06-13,Lomark Daily,ShadGPT,Lutz-Fleming__0__0__Lomark Daily,Lomark Daily
Lutz-Fleming,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Melinda Manning,2035-06-13 05:00:00,2035-06-13 05:00:00,2035-06-13,Haacklee Herald,BassLine,Lutz-Fleming__0__0__Haacklee Herald,Haacklee Herald
"Henderson, Hall and Lutz",Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Worf Peer,2035-06-13 06:00:00,2035-06-13 06:00:00,2035-06-13,Haacklee Herald,ShadGPT,"Henderson, Hall and Lutz__0__0__Haacklee Herald",Haacklee Herald
Arellano Group,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Olokun Daramola,2035-06-13 07:00:00,2035-06-13 07:00:00,2035-06-13,Haacklee Herald,BassLine,Arellano Group__0__0__Haacklee Herald,Haacklee Herald
Arellano Group,Entity.Organization.FishingCompany,Event.Fishing,0.5,Tuna Shelf,Entity.Location.Region,Olokun Daramola,2035-06-13 07:00:00,2035-06-13 07:00:00,2035-06-13,Haacklee Herald,BassLine,Arellano Group__0__0__Haacklee Herald,Haacklee Herald
Arellano Group,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Olokun Daramola,2035-06-13 07:00:00,2035-06-13 07:00:00,2035-06-13,Haacklee Herald,BassLine,Arellano Group__0__0__Haacklee Herald,Haacklee Herald
Martin LLC,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Olokun Daramola,2035-06-13 07:00:00,2035-06-13 07:00:00,2035-06-13,Haacklee Herald,BassLine,Martin LLC__0__0__Haacklee Herald,Haacklee Herald
Arellano Group,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Olokun Daramola,2035-06-13 07:00:00,2035-06-13 07:00:00,2035-06-13,Haacklee Herald,BassLine,Arellano Group__0__0__Haacklee Herald,Haacklee Herald
Arellano Group,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Olokun Daramola,2035-06-13 07:00:00,2035-06-13 07:00:00,2035-06-13,Haacklee Herald,BassLine,Arellano Group__0__0__Haacklee Herald,Haacklee Herald
Martin LLC,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Olokun Daramola,2035-06-13 07:00:00,2035-06-13 07:00:00,2035-06-13,Haacklee Herald,BassLine,Martin LLC__0__0__Haacklee Herald,Haacklee Herald
Martin LLC,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Wrasse Beds,Entity.Location.Region,Olokun Daramola,2035-06-13 07:00:00,2035-06-13 07:00:00,2035-06-13,Haacklee Herald,BassLine,Martin LLC__0__0__Haacklee Herald,Haacklee Herald
Martin LLC,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Wrasse Beds,Entity.Location.Region,Olokun Daramola,2035-06-13 07:00:00,2035-06-13 07:00:00,2035-06-13,Haacklee Herald,BassLine,Martin LLC__0__0__Haacklee Herald,Haacklee Herald
Arellano Group,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Olokun Daramola,2035-06-13 07:00:00,2035-06-13 07:00:00,2035-06-13,Haacklee Herald,BassLine,Arellano Group__0__0__Haacklee Herald,Haacklee Herald
Arellano Group,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Olokun Daramola,2035-06-13 07:00:00,2035-06-13 07:00:00,2035-06-13,Haacklee Herald,BassLine,Arellano Group__0__0__Haacklee Herald,Haacklee Herald
Martin LLC,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Olokun Daramola,2035-06-13 07:00:00,2035-06-13 07:00:00,2035-06-13,Haacklee Herald,BassLine,Martin LLC__0__0__Haacklee Herald,Haacklee Herald
