source,source_type,type,weight,target,target_type,_last_edited_by,_last_edited_date,_date_added,_date,_raw_source,_algorithm,_articleid
Cervantes-Kramer,Entity.Organization.FishingCompany,Event.Transaction,0,Montoya Group,Entity.Organization.FishingCompany,Junior Shurdlu,2035-07-18 21:00:00,2035-07-18 21:00:00,2035-07-18,Lomark Daily,BassLine,Cervantes-Kramer__2__1__Lomark Daily
Martin LLC,Entity.Organization.FishingCompany,Event.Fishing,0,Wrasse Beds,Entity.Location.Region,Melinda Manning,2035-07-18 21:00:00,2035-07-18 21:00:00,2035-07-18,Lomark Daily,ShadGPT,Martin LLC__0__0__Lomark Daily
Martin LLC,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Wrasse Beds,Entity.Location.Region,Melinda Manning,2035-07-18 21:00:00,2035-07-18 21:00:00,2035-07-18,Lomark Daily,ShadGPT,Martin LLC__0__0__Lomark Daily
Martin LLC,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Melinda Manning,2035-07-18 21:00:00,2035-07-18 21:00:00,2035-07-18,Lomark Daily,ShadGPT,Martin LLC__0__0__Lomark Daily
Martin LLC,Entity.Organization.FishingCompany,Event.Transaction,0,Haney Group,Entity.Organization.Company,Melinda Manning,2035-07-18 21:00:00,2035-07-18 21:00:00,2035-07-18,Lomark Daily,ShadGPT,Martin LLC__0__0__Lomark Daily
Cervantes-Kramer,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Junior Shurdlu,2035-07-18 21:00:00,2035-07-18 21:00:00,2035-07-18,Lomark Daily,BassLine,Cervantes-Kramer__2__1__Lomark Daily
Cervantes-Kramer,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Junior Shurdlu,2035-07-18 21:00:00,2035-07-18 21:00:00,2035-07-18,Lomark Daily,BassLine,Cervantes-Kramer__2__1__Lomark Daily
"Taylor, Prince and Sherman",Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Junior Shurdlu,2035-07-19 00:00:00,2035-07-19 00:00:00,2035-07-19,Lomark Daily,BassLine,"Taylor, Prince and Sherman__0__0__Lomark Daily"
"Taylor, Prince and Sherman",Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Junior Shurdlu,2035-07-19 00:00:00,2035-07-19 00:00:00,2035-07-19,Lomark Daily,BassLine,"Taylor, Prince and Sherman__0__0__Lomark Daily"
"Taylor, Prince and Sherman",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Junior Shurdlu,2035-07-19 00:00:00,2035-07-19 00:00:00,2035-07-19,Lomark Daily,BassLine,"Taylor, Prince and Sherman__0__0__Lomark Daily"
Cervantes-Kramer,Entity.Organization.FishingCompany,Event.Transaction,0,"Taylor, Prince and Sherman",Entity.Organization.FishingCompany,Niklaus Oberon,2035-07-19 00:00:00,2035-07-19 00:00:00,2035-07-19,The News Buoy,BassLine,Cervantes-Kramer__2__1__The News Buoy
"Taylor, Prince and Sherman",Entity.Organization.FishingCompany,Event.Transaction,0,Watson-Gray,Entity.Organization.FishingCompany,Junior Shurdlu,2035-07-19 00:00:00,2035-07-19 00:00:00,2035-07-19,Lomark Daily,BassLine,"Taylor, Prince and Sherman__0__0__Lomark Daily"
Cervantes-Kramer,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Niklaus Oberon,2035-07-19 00:00:00,2035-07-19 00:00:00,2035-07-19,The News Buoy,BassLine,Cervantes-Kramer__2__1__The News Buoy
Cervantes-Kramer,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Niklaus Oberon,2035-07-19 00:00:00,2035-07-19 00:00:00,2035-07-19,The News Buoy,BassLine,Cervantes-Kramer__2__1__The News Buoy
Cervantes-Kramer,Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Niklaus Oberon,2035-07-19 00:00:00,2035-07-19 00:00:00,2035-07-19,The News Buoy,BassLine,Cervantes-Kramer__2__1__The News Buoy
"Taylor, Prince and Sherman",Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Junior Shurdlu,2035-07-19 00:00:00,2035-07-19 00:00:00,2035-07-19,Lomark Daily,BassLine,"Taylor, Prince and Sherman__0__0__Lomark Daily"
Cervantes-Kramer,Entity.Organization.FishingCompany,Event.Communication.Conference,1,"Anderson, Brown and Green",Entity.Organization.FishingCompany,Niklaus Oberon,2035-07-19 00:00:00,2035-07-19 00:00:00,2035-07-19,The News Buoy,BassLine,Cervantes-Kramer__2__1__The News Buoy
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Fishing,0,Wrasse Beds,Entity.Location.Region,Worf Peer,2035-07-19 02:00:00,2035-07-19 02:00:00,2035-07-19,Lomark Daily,BassLine,"Glover, Moran and Johnson__0__0__Lomark Daily"
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Clepper Jessen,2035-07-19 02:00:00,2035-07-19 02:00:00,2035-07-19,Lomark Daily,ShadGPT,Castillo-Elliott__0__0__Lomark Daily
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Communication.Conference,1,Mclaughlin-Chandler,Entity.Organization.FishingCompany,Worf Peer,2035-07-19 02:00:00,2035-07-19 02:00:00,2035-07-19,Lomark Daily,BassLine,"Glover, Moran and Johnson__0__0__Lomark Daily"
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Tuna Shelf,Entity.Location.Region,Clepper Jessen,2035-07-19 02:00:00,2035-07-19 02:00:00,2035-07-19,Lomark Daily,ShadGPT,Castillo-Elliott__0__0__Lomark Daily
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Worf Peer,2035-07-19 02:00:00,2035-07-19 02:00:00,2035-07-19,Lomark Daily,BassLine,"Glover, Moran and Johnson__0__0__Lomark Daily"
Alvarez PLC,Entity.Organization.FishingCompany,Event.Transaction,0,Cervantes-Kramer,Entity.Organization.FishingCompany,Junior Shurdlu,2035-07-19 02:00:00,2035-07-19 02:00:00,2035-07-19,Haacklee Herald,BassLine,Alvarez PLC__0__0__Haacklee Herald
Alvarez PLC,Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Junior Shurdlu,2035-07-19 02:00:00,2035-07-19 02:00:00,2035-07-19,Haacklee Herald,BassLine,Alvarez PLC__0__0__Haacklee Herald
Alvarez PLC,Entity.Organization.FishingCompany,Event.Communication.Conference,1,Turner-Green,Entity.Organization.FishingCompany,Junior Shurdlu,2035-07-19 02:00:00,2035-07-19 02:00:00,2035-07-19,Haacklee Herald,BassLine,Alvarez PLC__0__0__Haacklee Herald
Alvarez PLC,Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Junior Shurdlu,2035-07-19 02:00:00,2035-07-19 02:00:00,2035-07-19,Haacklee Herald,BassLine,Alvarez PLC__0__0__Haacklee Herald
Alvarez PLC,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Junior Shurdlu,2035-07-19 02:00:00,2035-07-19 02:00:00,2035-07-19,Haacklee Herald,BassLine,Alvarez PLC__0__0__Haacklee Herald
Alvarez PLC,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Junior Shurdlu,2035-07-19 02:00:00,2035-07-19 02:00:00,2035-07-19,Haacklee Herald,BassLine,Alvarez PLC__0__0__Haacklee Herald
Alvarez PLC,Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Junior Shurdlu,2035-07-19 02:00:00,2035-07-19 02:00:00,2035-07-19,Haacklee Herald,BassLine,Alvarez PLC__0__0__Haacklee Herald
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Pelagia Alethea Mordoch,2035-07-19 03:00:00,2035-07-19 03:00:00,2035-07-19,Haacklee Herald,BassLine,"Glover, Moran and Johnson__0__0__Haacklee Herald"
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Fishing,0,Wrasse Beds,Entity.Location.Region,Pelagia Alethea Mordoch,2035-07-19 03:00:00,2035-07-19 03:00:00,2035-07-19,Haacklee Herald,BassLine,"Glover, Moran and Johnson__0__0__Haacklee Herald"
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Pelagia Alethea Mordoch,2035-07-19 03:00:00,2035-07-19 03:00:00,2035-07-19,Haacklee Herald,BassLine,"Glover, Moran and Johnson__0__0__Haacklee Herald"
Alvarez PLC,Entity.Organization.FishingCompany,Event.Transaction,0,Mcgee and Sons,Entity.Organization.FishingCompany,Kristin Baker,2035-07-19 07:00:00,2035-07-19 07:00:00,2035-07-19,The News Buoy,BassLine,Alvarez PLC__0__0__The News Buoy
Barnett Ltd,Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Junior Shurdlu,2035-07-19 08:00:00,2035-07-19 08:00:00,2035-07-19,Haacklee Herald,BassLine,Barnett Ltd__0__0__Haacklee Herald
Barnett Ltd,Entity.Organization.FishingCompany,Event.Communication.Conference,1,Castillo-Elliott,Entity.Organization.FishingCompany,Kristin Baker,2035-07-19 12:00:00,2035-07-19 12:00:00,2035-07-19,Lomark Daily,BassLine,Barnett Ltd__0__0__Lomark Daily
Barnett Ltd,Entity.Organization.FishingCompany,Event.Transaction,0,Floyd-Cantu,Entity.Organization.FishingCompany,Kristin Baker,2035-07-19 12:00:00,2035-07-19 12:00:00,2035-07-19,Lomark Daily,BassLine,Barnett Ltd__0__0__Lomark Daily
Barnett Ltd,Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Kristin Baker,2035-07-19 12:00:00,2035-07-19 12:00:00,2035-07-19,Lomark Daily,BassLine,Barnett Ltd__0__0__Lomark Daily
Barnett Ltd,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Kristin Baker,2035-07-19 12:00:00,2035-07-19 12:00:00,2035-07-19,Lomark Daily,BassLine,Barnett Ltd__0__0__Lomark Daily
Barnett Ltd,Entity.Organization.FishingCompany,Event.Transaction,0,Velasquez Inc,Entity.Organization.Company,Kristin Baker,2035-07-19 12:00:00,2035-07-19 12:00:00,2035-07-19,Lomark Daily,BassLine,Barnett Ltd__0__0__Lomark Daily
Barnett Ltd,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Kristin Baker,2035-07-19 12:00:00,2035-07-19 12:00:00,2035-07-19,Lomark Daily,BassLine,Barnett Ltd__0__0__Lomark Daily
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Transaction,0,"Anderson, Brown and Green",Entity.Organization.FishingCompany,Kristin Baker,2035-07-19 17:00:00,2035-07-19 17:00:00,2035-07-19,Haacklee Herald,ShadGPT,Castillo-Elliott__0__0__Haacklee Herald
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Kristin Baker,2035-07-19 17:00:00,2035-07-19 17:00:00,2035-07-19,Haacklee Herald,ShadGPT,Castillo-Elliott__0__0__Haacklee Herald
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Transaction,0,Cunningham-Jones,Entity.Organization.Company,Kristin Baker,2035-07-19 17:00:00,2035-07-19 17:00:00,2035-07-19,Haacklee Herald,ShadGPT,Castillo-Elliott__0__0__Haacklee Herald
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Transaction,0,Archer-Johnson,Entity.Organization.Company,Kristin Baker,2035-07-19 17:00:00,2035-07-19 17:00:00,2035-07-19,Haacklee Herald,ShadGPT,Castillo-Elliott__0__0__Haacklee Herald
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Kristin Baker,2035-07-19 17:00:00,2035-07-19 17:00:00,2035-07-19,Haacklee Herald,ShadGPT,Castillo-Elliott__0__0__Haacklee Herald
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Kristin Baker,2035-07-19 17:00:00,2035-07-19 17:00:00,2035-07-19,Haacklee Herald,ShadGPT,Castillo-Elliott__0__0__Haacklee Herald
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Kristin Baker,2035-07-19 17:00:00,2035-07-19 17:00:00,2035-07-19,Haacklee Herald,ShadGPT,Castillo-Elliott__0__0__Haacklee Herald
Barnett Ltd,Entity.Organization.FishingCompany,Event.Transaction,0,Harper Inc,Entity.Organization.FishingCompany,Melinda Manning,2035-07-19 19:00:00,2035-07-19 19:00:00,2035-07-19,The News Buoy,ShadGPT,Barnett Ltd__0__0__The News Buoy
Barnett Ltd,Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Melinda Manning,2035-07-19 19:00:00,2035-07-19 19:00:00,2035-07-19,The News Buoy,ShadGPT,Barnett Ltd__0__0__The News Buoy
Barnett Ltd,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Melinda Manning,2035-07-19 19:00:00,2035-07-19 19:00:00,2035-07-19,The News Buoy,ShadGPT,Barnett Ltd__0__0__The News Buoy
V. Miesel Shipping,Entity.Organization.Company,Event.Invest,1,Tracking_System,Entity.Commodity,Pelagia Alethea Mordoch,2035-07-19 23:00:00,2035-07-19 23:00:00,2035-07-19,The News Buoy,ShadGPT,V. Miesel Shipping__0__0__The News Buoy
V. Miesel Shipping,Entity.Organization.Company,Event.Transaction,0,"Clarke, Scott and Sloan",Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-07-19 23:00:00,2035-07-19 23:00:00,2035-07-19,The News Buoy,ShadGPT,V. Miesel Shipping__0__0__The News Buoy
V. Miesel Shipping,Entity.Organization.Company,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Pelagia Alethea Mordoch,2035-07-19 23:00:00,2035-07-19 23:00:00,2035-07-19,The News Buoy,ShadGPT,V. Miesel Shipping__0__0__The News Buoy
V. Miesel Shipping,Entity.Organization.Company,Event.Fishing,0,Cod Table,Entity.Location.Region,Pelagia Alethea Mordoch,2035-07-19 23:00:00,2035-07-19 23:00:00,2035-07-19,The News Buoy,ShadGPT,V. Miesel Shipping__0__0__The News Buoy
V. Miesel Shipping,Entity.Organization.Company,Event.Fishing.SustainableFishing,1,Cod Table,Entity.Location.Region,Pelagia Alethea Mordoch,2035-07-19 23:00:00,2035-07-19 23:00:00,2035-07-19,The News Buoy,ShadGPT,V. Miesel Shipping__0__0__The News Buoy
V. Miesel Shipping,Entity.Organization.Company,Event.Transaction,0,Turner-Green,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-07-19 23:00:00,2035-07-19 23:00:00,2035-07-19,The News Buoy,ShadGPT,V. Miesel Shipping__0__0__The News Buoy
V. Miesel Shipping,Entity.Organization.Company,Event.Invest,1,Safety,Entity.Commodity,Pelagia Alethea Mordoch,2035-07-19 23:00:00,2035-07-19 23:00:00,2035-07-19,The News Buoy,ShadGPT,V. Miesel Shipping__0__0__The News Buoy
V. Miesel Shipping,Entity.Organization.Company,Event.Communication.Conference,1,Wilcox-Nelson,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-07-19 23:00:00,2035-07-19 23:00:00,2035-07-19,The News Buoy,ShadGPT,V. Miesel Shipping__0__0__The News Buoy
V. Miesel Shipping,Entity.Organization.Company,Event.Invest,1,Efficiency,Entity.Commodity,Pelagia Alethea Mordoch,2035-07-19 23:00:00,2035-07-19 23:00:00,2035-07-19,The News Buoy,ShadGPT,V. Miesel Shipping__0__0__The News Buoy
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Kristin Baker,2035-07-20 00:00:00,2035-07-20 00:00:00,2035-07-20,The News Buoy,BassLine,Castillo-Elliott__0__0__The News Buoy
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Kristin Baker,2035-07-20 00:00:00,2035-07-20 00:00:00,2035-07-20,The News Buoy,BassLine,Castillo-Elliott__0__0__The News Buoy
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Fishing,0,Tuna Shelf,Entity.Location.Region,Kristin Baker,2035-07-20 00:00:00,2035-07-20 00:00:00,2035-07-20,The News Buoy,BassLine,Castillo-Elliott__0__0__The News Buoy
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Transaction,0,"Smith, Smith and Barber",Entity.Organization.FishingCompany,Urashima Tarō,2035-07-20 00:00:00,2035-07-20 00:00:00,2035-07-20,The News Buoy,ShadGPT,"Glover, Moran and Johnson__0__0__The News Buoy"
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Urashima Tarō,2035-07-20 00:00:00,2035-07-20 00:00:00,2035-07-20,The News Buoy,ShadGPT,"Glover, Moran and Johnson__0__0__The News Buoy"
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Kristin Baker,2035-07-20 00:00:00,2035-07-20 00:00:00,2035-07-20,The News Buoy,BassLine,Castillo-Elliott__0__0__The News Buoy
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Urashima Tarō,2035-07-20 00:00:00,2035-07-20 00:00:00,2035-07-20,The News Buoy,ShadGPT,"Glover, Moran and Johnson__0__0__The News Buoy"
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Urashima Tarō,2035-07-20 00:00:00,2035-07-20 00:00:00,2035-07-20,The News Buoy,ShadGPT,"Glover, Moran and Johnson__0__0__The News Buoy"
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Wrasse Beds,Entity.Location.Region,Urashima Tarō,2035-07-20 00:00:00,2035-07-20 00:00:00,2035-07-20,The News Buoy,ShadGPT,"Glover, Moran and Johnson__0__0__The News Buoy"
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Urashima Tarō,2035-07-20 00:00:00,2035-07-20 00:00:00,2035-07-20,The News Buoy,ShadGPT,"Glover, Moran and Johnson__0__0__The News Buoy"
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Communication.Conference,1,Serrano-Cruz,Entity.Organization.FishingCompany,Urashima Tarō,2035-07-20 00:00:00,2035-07-20 00:00:00,2035-07-20,The News Buoy,ShadGPT,"Glover, Moran and Johnson__0__0__The News Buoy"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Transaction,0,Jones Group,Entity.Organization.FishingCompany,Niklaus Oberon,2035-07-20 02:00:00,2035-07-20 02:00:00,2035-07-20,Lomark Daily,BassLine,"Spencer, Richards and Wilson__0__0__Lomark Daily"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Niklaus Oberon,2035-07-20 02:00:00,2035-07-20 02:00:00,2035-07-20,Lomark Daily,BassLine,"Spencer, Richards and Wilson__0__0__Lomark Daily"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Fishing,0,Cod Table,Entity.Location.Region,Niklaus Oberon,2035-07-20 02:00:00,2035-07-20 02:00:00,2035-07-20,Lomark Daily,BassLine,"Spencer, Richards and Wilson__0__0__Lomark Daily"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Fishing,0,Tuna Shelf,Entity.Location.Region,Niklaus Oberon,2035-07-20 02:00:00,2035-07-20 02:00:00,2035-07-20,Lomark Daily,BassLine,"Spencer, Richards and Wilson__0__0__Lomark Daily"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Tuna Shelf,Entity.Location.Region,Niklaus Oberon,2035-07-20 02:00:00,2035-07-20 02:00:00,2035-07-20,Lomark Daily,BassLine,"Spencer, Richards and Wilson__0__0__Lomark Daily"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Cod Table,Entity.Location.Region,Niklaus Oberon,2035-07-20 02:00:00,2035-07-20 02:00:00,2035-07-20,Lomark Daily,BassLine,"Spencer, Richards and Wilson__0__0__Lomark Daily"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Niklaus Oberon,2035-07-20 02:00:00,2035-07-20 02:00:00,2035-07-20,Lomark Daily,BassLine,"Spencer, Richards and Wilson__0__0__Lomark Daily"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Transaction,0,"Hernandez, Levy and Hanson",Entity.Organization.Company,Niklaus Oberon,2035-07-20 02:00:00,2035-07-20 02:00:00,2035-07-20,Lomark Daily,BassLine,"Spencer, Richards and Wilson__0__0__Lomark Daily"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Niklaus Oberon,2035-07-20 02:00:00,2035-07-20 02:00:00,2035-07-20,Lomark Daily,BassLine,"Spencer, Richards and Wilson__0__0__Lomark Daily"
City Of Lomark,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,Dry CreekRybachit Marine A/S,Entity.Organization.FishingCompany,Haenyeo Hyun-Ki,2035-07-20 03:00:00,2035-07-20 03:00:00,2035-07-20,Haacklee Herald,BassLine,Jones Group__0__0__Haacklee Herald
City Of Centralia,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,Dry CreekRybachit Marine A/S,Entity.Organization.FishingCompany,Haenyeo Hyun-Ki,2035-07-20 03:00:00,2035-07-20 03:00:00,2035-07-20,Haacklee Herald,BassLine,Jones Group__0__0__Haacklee Herald
City Of Centralia,Entity.Organization.GovernmentOrg,Event.Convicted,-1,Dry CreekRybachit Marine A/S,Entity.Organization.FishingCompany,Haenyeo Hyun-Ki,2035-07-20 03:00:00,2035-07-20 03:00:00,2035-07-20,Centralia Police Reports,BassLine,Jones Group__0__0__Haacklee Herald
Dry CreekRybachit Marine A/S,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1,Wrasse Beds,Entity.Location.Region,Haenyeo Hyun-Ki,2035-07-20 03:00:00,2035-07-20 03:00:00,2035-07-20,Haacklee Herald,BassLine,Jones Group__0__0__Haacklee Herald
Dry CreekRybachit Marine A/S,Entity.Organization.FishingCompany,Event.Criticize,-1,Paackland Fishermen's Rights Enforcement Network,Entity.Organization.NGO,Haenyeo Hyun-Ki,2035-07-20 03:00:00,2035-07-20 03:00:00,2035-07-20,Haacklee Herald,BassLine,Jones Group__0__0__Haacklee Herald
City Of Lomark,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,Dry CreekRybachit Marine A/S,Entity.Organization.FishingCompany,Kristin Baker,2035-07-20 04:00:00,2035-07-20 04:00:00,2035-07-20,Lomark Daily,BassLine,Jones Group__0__0__Lomark Daily
Dry CreekRybachit Marine A/S,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1,Don Limpet Preserve,Entity.Location.Region,Kristin Baker,2035-07-20 04:00:00,2035-07-20 04:00:00,2035-07-20,Centralia Police Reports,BassLine,Jones Group__0__0__Lomark Daily
Dry CreekRybachit Marine A/S,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1,Tuna Shelf,Entity.Location.Region,Kristin Baker,2035-07-20 04:00:00,2035-07-20 04:00:00,2035-07-20,Lomark Daily,BassLine,Jones Group__0__0__Lomark Daily
City Of Centralia,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,Dry CreekRybachit Marine A/S,Entity.Organization.FishingCompany,Kristin Baker,2035-07-20 04:00:00,2035-07-20 04:00:00,2035-07-20,Lomark Daily,BassLine,Jones Group__0__0__Lomark Daily
City Of Centralia,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,Dry CreekRybachit Marine A/S,Entity.Organization.FishingCompany,Kristin Baker,2035-07-20 04:00:00,2035-07-20 04:00:00,2035-07-20,Centralia Police Reports,BassLine,Jones Group__0__0__Lomark Daily
Dry CreekRybachit Marine A/S,Entity.Organization.FishingCompany,Event.Criticize,-1,Paackland Fishermen's Rights Enforcement Network,Entity.Organization.NGO,Kristin Baker,2035-07-20 04:00:00,2035-07-20 04:00:00,2035-07-20,Lomark Daily,BassLine,Jones Group__0__0__Lomark Daily
NyanzaRiver Worldwide AS,Entity.Organization.FishingCompany,Event.Transaction,0,Olson and Sons,Entity.Organization.Company,Olokun Daramola,2035-07-20 06:00:00,2035-07-20 06:00:00,2035-07-20,The News Buoy,BassLine,NyanzaRiver Worldwide AS__0__0__The News Buoy
NyanzaRiver Worldwide AS,Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Olokun Daramola,2035-07-20 06:00:00,2035-07-20 06:00:00,2035-07-20,The News Buoy,BassLine,NyanzaRiver Worldwide AS__0__0__The News Buoy
Dry CreekRybachit Marine A/S,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1,Ghoti Preserve,Entity.Location.Region,Olokun Daramola,2035-07-20 06:00:00,2035-07-20 06:00:00,2035-07-20,The News Buoy,BassLine,Jones Group__0__0__The News Buoy
NyanzaRiver Worldwide AS,Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Olokun Daramola,2035-07-20 06:00:00,2035-07-20 06:00:00,2035-07-20,The News Buoy,BassLine,NyanzaRiver Worldwide AS__0__0__The News Buoy
Dry CreekRybachit Marine A/S,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1,Wrasse Beds,Entity.Location.Region,Olokun Daramola,2035-07-20 06:00:00,2035-07-20 06:00:00,2035-07-20,The News Buoy,BassLine,Jones Group__0__0__The News Buoy
NyanzaRiver Worldwide AS,Entity.Organization.FishingCompany,Event.Transaction,0,Dunn Inc,Entity.Organization.Company,Olokun Daramola,2035-07-20 06:00:00,2035-07-20 06:00:00,2035-07-20,The News Buoy,BassLine,NyanzaRiver Worldwide AS__0__0__The News Buoy
Dry CreekRybachit Marine A/S,Entity.Organization.FishingCompany,Event.Criticize,-1,Coral Reef Protection Coalition,Entity.Organization.NGO,Olokun Daramola,2035-07-20 06:00:00,2035-07-20 06:00:00,2035-07-20,The News Buoy,BassLine,Jones Group__0__0__The News Buoy
NyanzaRiver Worldwide AS,Entity.Organization.FishingCompany,Event.Transaction,0,Franco-Stuart,Entity.Organization.FishingCompany,Olokun Daramola,2035-07-20 06:00:00,2035-07-20 06:00:00,2035-07-20,The News Buoy,BassLine,NyanzaRiver Worldwide AS__0__0__The News Buoy
NyanzaRiver Worldwide AS,Entity.Organization.FishingCompany,Event.Transaction,0,Gallagher-Compton,Entity.Organization.Company,Olokun Daramola,2035-07-20 06:00:00,2035-07-20 06:00:00,2035-07-20,The News Buoy,BassLine,NyanzaRiver Worldwide AS__0__0__The News Buoy
Dry CreekRybachit Marine A/S,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1,Ghoti Preserve,Entity.Location.Region,Olokun Daramola,2035-07-20 06:00:00,2035-07-20 06:00:00,2035-07-20,Centralia Police Reports,BassLine,Jones Group__0__0__The News Buoy
City Of Centralia,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,Dry CreekRybachit Marine A/S,Entity.Organization.FishingCompany,Olokun Daramola,2035-07-20 06:00:00,2035-07-20 06:00:00,2035-07-20,The News Buoy,BassLine,Jones Group__0__0__The News Buoy
